,Label,Occurences,run_id,parent_run_id,experiment_run_id,experiment_id,corpus,start_time,strategy,type
1,LOCderiv,235,ef5bcc53b25e4502b4f58a7192a4558b,cfee4a9e66b2477d99442d07573dd886,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-05 23:02:52.858000+00:00,tag-flip-historical,data_distribution
2,LOCpart,52,ef5bcc53b25e4502b4f58a7192a4558b,cfee4a9e66b2477d99442d07573dd886,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-05 23:02:52.858000+00:00,tag-flip-historical,data_distribution
3,ORG,496,ef5bcc53b25e4502b4f58a7192a4558b,cfee4a9e66b2477d99442d07573dd886,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-05 23:02:52.858000+00:00,tag-flip-historical,data_distribution
4,ORGderiv,3,ef5bcc53b25e4502b4f58a7192a4558b,cfee4a9e66b2477d99442d07573dd886,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-05 23:02:52.858000+00:00,tag-flip-historical,data_distribution
5,ORGpart,91,ef5bcc53b25e4502b4f58a7192a4558b,cfee4a9e66b2477d99442d07573dd886,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-05 23:02:52.858000+00:00,tag-flip-historical,data_distribution
6,OTH,269,ef5bcc53b25e4502b4f58a7192a4558b,cfee4a9e66b2477d99442d07573dd886,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-05 23:02:52.858000+00:00,tag-flip-historical,data_distribution
7,OTHderiv,16,ef5bcc53b25e4502b4f58a7192a4558b,cfee4a9e66b2477d99442d07573dd886,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-05 23:02:52.858000+00:00,tag-flip-historical,data_distribution
8,OTHpart,18,ef5bcc53b25e4502b4f58a7192a4558b,cfee4a9e66b2477d99442d07573dd886,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-05 23:02:52.858000+00:00,tag-flip-historical,data_distribution
9,PER,711,ef5bcc53b25e4502b4f58a7192a4558b,cfee4a9e66b2477d99442d07573dd886,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-05 23:02:52.858000+00:00,tag-flip-historical,data_distribution
10,PERderiv,2,ef5bcc53b25e4502b4f58a7192a4558b,cfee4a9e66b2477d99442d07573dd886,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-05 23:02:52.858000+00:00,tag-flip-historical,data_distribution
11,PERpart,18,ef5bcc53b25e4502b4f58a7192a4558b,cfee4a9e66b2477d99442d07573dd886,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-05 23:02:52.858000+00:00,tag-flip-historical,data_distribution
0,LOC,763,ab92eaad0f4a401699b2cb756caa73d3,84419ecc4d20441e851c5c6d474e724c,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-03 10:49:20.793000+00:00,round-robin-highest-confidence,data_distribution
1,LOCderiv,235,ab92eaad0f4a401699b2cb756caa73d3,84419ecc4d20441e851c5c6d474e724c,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-03 10:49:20.793000+00:00,round-robin-highest-confidence,data_distribution
2,LOCpart,52,ab92eaad0f4a401699b2cb756caa73d3,84419ecc4d20441e851c5c6d474e724c,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-03 10:49:20.793000+00:00,round-robin-highest-confidence,data_distribution
3,ORG,496,ab92eaad0f4a401699b2cb756caa73d3,84419ecc4d20441e851c5c6d474e724c,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-03 10:49:20.793000+00:00,round-robin-highest-confidence,data_distribution
4,ORGderiv,3,ab92eaad0f4a401699b2cb756caa73d3,84419ecc4d20441e851c5c6d474e724c,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-03 10:49:20.793000+00:00,round-robin-highest-confidence,data_distribution
5,ORGpart,91,ab92eaad0f4a401699b2cb756caa73d3,84419ecc4d20441e851c5c6d474e724c,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-03 10:49:20.793000+00:00,round-robin-highest-confidence,data_distribution
6,OTH,269,ab92eaad0f4a401699b2cb756caa73d3,84419ecc4d20441e851c5c6d474e724c,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-03 10:49:20.793000+00:00,round-robin-highest-confidence,data_distribution
7,OTHderiv,16,ab92eaad0f4a401699b2cb756caa73d3,84419ecc4d20441e851c5c6d474e724c,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-03 10:49:20.793000+00:00,round-robin-highest-confidence,data_distribution
8,OTHpart,18,ab92eaad0f4a401699b2cb756caa73d3,84419ecc4d20441e851c5c6d474e724c,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-03 10:49:20.793000+00:00,round-robin-highest-confidence,data_distribution
9,PER,711,ab92eaad0f4a401699b2cb756caa73d3,84419ecc4d20441e851c5c6d474e724c,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-03 10:49:20.793000+00:00,round-robin-highest-confidence,data_distribution
10,PERderiv,2,ab92eaad0f4a401699b2cb756caa73d3,84419ecc4d20441e851c5c6d474e724c,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-03 10:49:20.793000+00:00,round-robin-highest-confidence,data_distribution
11,PERpart,18,ab92eaad0f4a401699b2cb756caa73d3,84419ecc4d20441e851c5c6d474e724c,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-03 10:49:20.793000+00:00,round-robin-highest-confidence,data_distribution
0,LOC,763,37a166403eaf4efb8946566655a8d7cd,787bddddf1004c60bd6081ca761bc712,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-05 08:10:46.167000+00:00,diversity,data_distribution
1,LOCderiv,235,37a166403eaf4efb8946566655a8d7cd,787bddddf1004c60bd6081ca761bc712,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-05 08:10:46.167000+00:00,diversity,data_distribution
2,LOCpart,52,37a166403eaf4efb8946566655a8d7cd,787bddddf1004c60bd6081ca761bc712,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-05 08:10:46.167000+00:00,diversity,data_distribution
3,ORG,496,37a166403eaf4efb8946566655a8d7cd,787bddddf1004c60bd6081ca761bc712,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-05 08:10:46.167000+00:00,diversity,data_distribution
4,ORGderiv,3,37a166403eaf4efb8946566655a8d7cd,787bddddf1004c60bd6081ca761bc712,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-05 08:10:46.167000+00:00,diversity,data_distribution
5,ORGpart,91,37a166403eaf4efb8946566655a8d7cd,787bddddf1004c60bd6081ca761bc712,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-05 08:10:46.167000+00:00,diversity,data_distribution
6,OTH,269,37a166403eaf4efb8946566655a8d7cd,787bddddf1004c60bd6081ca761bc712,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-05 08:10:46.167000+00:00,diversity,data_distribution
7,OTHderiv,16,37a166403eaf4efb8946566655a8d7cd,787bddddf1004c60bd6081ca761bc712,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-05 08:10:46.167000+00:00,diversity,data_distribution
8,OTHpart,18,37a166403eaf4efb8946566655a8d7cd,787bddddf1004c60bd6081ca761bc712,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-05 08:10:46.167000+00:00,diversity,data_distribution
9,PER,711,37a166403eaf4efb8946566655a8d7cd,787bddddf1004c60bd6081ca761bc712,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-05 08:10:46.167000+00:00,diversity,data_distribution
10,PERderiv,2,37a166403eaf4efb8946566655a8d7cd,787bddddf1004c60bd6081ca761bc712,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-05 08:10:46.167000+00:00,diversity,data_distribution
11,PERpart,18,37a166403eaf4efb8946566655a8d7cd,787bddddf1004c60bd6081ca761bc712,35a7caf256014ac1871e6f16b362c598,69,data/processed_data/germeval_14,2024-08-05 08:10:46.167000+00:00,diversity,data_distribution
0,LOC,763,eb031ca567724ecd9afa1bfc8c48291b,13c1445e9ea24b539dc9be510ca4a39d,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-05 18:51:08.799000+00:00,sequential-representation-least-confidence,data_distribution
1,LOCderiv,235,eb031ca567724ecd9afa1bfc8c48291b,13c1445e9ea24b539dc9be510ca4a39d,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-05 18:51:08.799000+00:00,sequential-representation-least-confidence,data_distribution
2,LOCpart,52,eb031ca567724ecd9afa1bfc8c48291b,13c1445e9ea24b539dc9be510ca4a39d,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-05 18:51:08.799000+00:00,sequential-representation-least-confidence,data_distribution
3,ORG,496,eb031ca567724ecd9afa1bfc8c48291b,13c1445e9ea24b539dc9be510ca4a39d,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-05 18:51:08.799000+00:00,sequential-representation-least-confidence,data_distribution
4,ORGderiv,3,eb031ca567724ecd9afa1bfc8c48291b,13c1445e9ea24b539dc9be510ca4a39d,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-05 18:51:08.799000+00:00,sequential-representation-least-confidence,data_distribution
5,ORGpart,91,eb031ca567724ecd9afa1bfc8c48291b,13c1445e9ea24b539dc9be510ca4a39d,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-05 18:51:08.799000+00:00,sequential-representation-least-confidence,data_distribution
6,OTH,269,eb031ca567724ecd9afa1bfc8c48291b,13c1445e9ea24b539dc9be510ca4a39d,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-05 18:51:08.799000+00:00,sequential-representation-least-confidence,data_distribution
7,OTHderiv,16,eb031ca567724ecd9afa1bfc8c48291b,13c1445e9ea24b539dc9be510ca4a39d,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-05 18:51:08.799000+00:00,sequential-representation-least-confidence,data_distribution
8,OTHpart,18,eb031ca567724ecd9afa1bfc8c48291b,13c1445e9ea24b539dc9be510ca4a39d,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-05 18:51:08.799000+00:00,sequential-representation-least-confidence,data_distribution
9,PER,711,eb031ca567724ecd9afa1bfc8c48291b,13c1445e9ea24b539dc9be510ca4a39d,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-05 18:51:08.799000+00:00,sequential-representation-least-confidence,data_distribution
10,PERderiv,2,eb031ca567724ecd9afa1bfc8c48291b,13c1445e9ea24b539dc9be510ca4a39d,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-05 18:51:08.799000+00:00,sequential-representation-least-confidence,data_distribution
11,PERpart,18,eb031ca567724ecd9afa1bfc8c48291b,13c1445e9ea24b539dc9be510ca4a39d,ff72493bfb164924b9ecf7af2fa7e476,71,data/processed_data/germeval_14,2024-08-05 18:51:08.799000+00:00,sequential-representation-least-confidence,data_distribution
0,LOC,763,eb938f79a2214ebc96e002ba22620104,83ff32e38ce341baa8ea385ccf473a27,0b9f896635774bf6afdad6770ab7c019,85,data/processed_data/germeval_14,2024-08-10 10:12:52.432000+00:00,information-density,data_distribution
1,LOCderiv,235,eb938f79a2214ebc96e002ba22620104,83ff32e38ce341baa8ea385ccf473a27,0b9f896635774bf6afdad6770ab7c019,85,data/processed_data/germeval_14,2024-08-10 10:12:52.432000+00:00,information-density,data_distribution
2,LOCpart,52,eb938f79a2214ebc96e002ba22620104,83ff32e38ce341baa8ea385ccf473a27,0b9f896635774bf6afdad6770ab7c019,85,data/processed_data/germeval_14,2024-08-10 10:12:52.432000+00:00,information-density,data_distribution
3,ORG,496,eb938f79a2214ebc96e002ba22620104,83ff32e38ce341baa8ea385ccf473a27,0b9f896635774bf6afdad6770ab7c019,85,data/processed_data/germeval_14,2024-08-10 10:12:52.432000+00:00,information-density,data_distribution
4,ORGderiv,3,eb938f79a2214ebc96e002ba22620104,83ff32e38ce341baa8ea385ccf473a27,0b9f896635774bf6afdad6770ab7c019,85,data/processed_data/germeval_14,2024-08-10 10:12:52.432000+00:00,information-density,data_distribution
5,ORGpart,91,eb938f79a2214ebc96e002ba22620104,83ff32e38ce341baa8ea385ccf473a27,0b9f896635774bf6afdad6770ab7c019,85,data/processed_data/germeval_14,2024-08-10 10:12:52.432000+00:00,information-density,data_distribution
6,OTH,269,eb938f79a2214ebc96e002ba22620104,83ff32e38ce341baa8ea385ccf473a27,0b9f896635774bf6afdad6770ab7c019,85,data/processed_data/germeval_14,2024-08-10 10:12:52.432000+00:00,information-density,data_distribution
7,OTHderiv,16,eb938f79a2214ebc96e002ba22620104,83ff32e38ce341baa8ea385ccf473a27,0b9f896635774bf6afdad6770ab7c019,85,data/processed_data/germeval_14,2024-08-10 10:12:52.432000+00:00,information-density,data_distribution
8,OTHpart,18,eb938f79a2214ebc96e002ba22620104,83ff32e38ce341baa8ea385ccf473a27,0b9f896635774bf6afdad6770ab7c019,85,data/processed_data/germeval_14,2024-08-10 10:12:52.432000+00:00,information-density,data_distribution
9,PER,711,eb938f79a2214ebc96e002ba22620104,83ff32e38ce341baa8ea385ccf473a27,0b9f896635774bf6afdad6770ab7c019,85,data/processed_data/germeval_14,2024-08-10 10:12:52.432000+00:00,information-density,data_distribution
10,PERderiv,2,eb938f79a2214ebc96e002ba22620104,83ff32e38ce341baa8ea385ccf473a27,0b9f896635774bf6afdad6770ab7c019,85,data/processed_data/germeval_14,2024-08-10 10:12:52.432000+00:00,information-density,data_distribution
11,PERpart,18,eb938f79a2214ebc96e002ba22620104,83ff32e38ce341baa8ea385ccf473a27,0b9f896635774bf6afdad6770ab7c019,85,data/processed_data/germeval_14,2024-08-10 10:12:52.432000+00:00,information-density,data_distribution
0,LOC,763,69f7e3f0a7f64b83bc7c95fb9837e394,37e9d65961fb480082a044a3dd23aad3,1d3c0bb9c4b9425c916d00fa6e6393bc,104,data/processed_data/germeval_14,2024-08-15 07:22:50.505000+00:00,randomizer,data_distribution
1,LOCderiv,235,69f7e3f0a7f64b83bc7c95fb9837e394,37e9d65961fb480082a044a3dd23aad3,1d3c0bb9c4b9425c916d00fa6e6393bc,104,data/processed_data/germeval_14,2024-08-15 07:22:50.505000+00:00,randomizer,data_distribution
2,LOCpart,52,69f7e3f0a7f64b83bc7c95fb9837e394,37e9d65961fb480082a044a3dd23aad3,1d3c0bb9c4b9425c916d00fa6e6393bc,104,data/processed_data/germeval_14,2024-08-15 07:22:50.505000+00:00,randomizer,data_distribution
3,ORG,496,69f7e3f0a7f64b83bc7c95fb9837e394,37e9d65961fb480082a044a3dd23aad3,1d3c0bb9c4b9425c916d00fa6e6393bc,104,data/processed_data/germeval_14,2024-08-15 07:22:50.505000+00:00,randomizer,data_distribution
4,ORGderiv,3,69f7e3f0a7f64b83bc7c95fb9837e394,37e9d65961fb480082a044a3dd23aad3,1d3c0bb9c4b9425c916d00fa6e6393bc,104,data/processed_data/germeval_14,2024-08-15 07:22:50.505000+00:00,randomizer,data_distribution
5,ORGpart,91,69f7e3f0a7f64b83bc7c95fb9837e394,37e9d65961fb480082a044a3dd23aad3,1d3c0bb9c4b9425c916d00fa6e6393bc,104,data/processed_data/germeval_14,2024-08-15 07:22:50.505000+00:00,randomizer,data_distribution
6,OTH,269,69f7e3f0a7f64b83bc7c95fb9837e394,37e9d65961fb480082a044a3dd23aad3,1d3c0bb9c4b9425c916d00fa6e6393bc,104,data/processed_data/germeval_14,2024-08-15 07:22:50.505000+00:00,randomizer,data_distribution
7,OTHderiv,16,69f7e3f0a7f64b83bc7c95fb9837e394,37e9d65961fb480082a044a3dd23aad3,1d3c0bb9c4b9425c916d00fa6e6393bc,104,data/processed_data/germeval_14,2024-08-15 07:22:50.505000+00:00,randomizer,data_distribution
8,OTHpart,18,69f7e3f0a7f64b83bc7c95fb9837e394,37e9d65961fb480082a044a3dd23aad3,1d3c0bb9c4b9425c916d00fa6e6393bc,104,data/processed_data/germeval_14,2024-08-15 07:22:50.505000+00:00,randomizer,data_distribution
9,PER,711,69f7e3f0a7f64b83bc7c95fb9837e394,37e9d65961fb480082a044a3dd23aad3,1d3c0bb9c4b9425c916d00fa6e6393bc,104,data/processed_data/germeval_14,2024-08-15 07:22:50.505000+00:00,randomizer,data_distribution
10,PERderiv,2,69f7e3f0a7f64b83bc7c95fb9837e394,37e9d65961fb480082a044a3dd23aad3,1d3c0bb9c4b9425c916d00fa6e6393bc,104,data/processed_data/germeval_14,2024-08-15 07:22:50.505000+00:00,randomizer,data_distribution
11,PERpart,18,69f7e3f0a7f64b83bc7c95fb9837e394,37e9d65961fb480082a044a3dd23aad3,1d3c0bb9c4b9425c916d00fa6e6393bc,104,data/processed_data/germeval_14,2024-08-15 07:22:50.505000+00:00,randomizer,data_distribution
0,LOC,763,20b76b6c1a184a8b91e25e130478eb7b,c20db6cebe304d90ba43102bbc4adc8d,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-05 05:50:58.351000+00:00,k-means-cluster-based-bert-km,data_distribution
1,LOCderiv,235,20b76b6c1a184a8b91e25e130478eb7b,c20db6cebe304d90ba43102bbc4adc8d,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-05 05:50:58.351000+00:00,k-means-cluster-based-bert-km,data_distribution
2,LOCpart,52,20b76b6c1a184a8b91e25e130478eb7b,c20db6cebe304d90ba43102bbc4adc8d,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-05 05:50:58.351000+00:00,k-means-cluster-based-bert-km,data_distribution
3,ORG,496,20b76b6c1a184a8b91e25e130478eb7b,c20db6cebe304d90ba43102bbc4adc8d,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-05 05:50:58.351000+00:00,k-means-cluster-based-bert-km,data_distribution
4,ORGderiv,3,20b76b6c1a184a8b91e25e130478eb7b,c20db6cebe304d90ba43102bbc4adc8d,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-05 05:50:58.351000+00:00,k-means-cluster-based-bert-km,data_distribution
5,ORGpart,91,20b76b6c1a184a8b91e25e130478eb7b,c20db6cebe304d90ba43102bbc4adc8d,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-05 05:50:58.351000+00:00,k-means-cluster-based-bert-km,data_distribution
6,OTH,269,20b76b6c1a184a8b91e25e130478eb7b,c20db6cebe304d90ba43102bbc4adc8d,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-05 05:50:58.351000+00:00,k-means-cluster-based-bert-km,data_distribution
7,OTHderiv,16,20b76b6c1a184a8b91e25e130478eb7b,c20db6cebe304d90ba43102bbc4adc8d,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-05 05:50:58.351000+00:00,k-means-cluster-based-bert-km,data_distribution
8,OTHpart,18,20b76b6c1a184a8b91e25e130478eb7b,c20db6cebe304d90ba43102bbc4adc8d,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-05 05:50:58.351000+00:00,k-means-cluster-based-bert-km,data_distribution
9,PER,711,20b76b6c1a184a8b91e25e130478eb7b,c20db6cebe304d90ba43102bbc4adc8d,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-05 05:50:58.351000+00:00,k-means-cluster-based-bert-km,data_distribution
10,PERderiv,2,20b76b6c1a184a8b91e25e130478eb7b,c20db6cebe304d90ba43102bbc4adc8d,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-05 05:50:58.351000+00:00,k-means-cluster-based-bert-km,data_distribution
11,PERpart,18,20b76b6c1a184a8b91e25e130478eb7b,c20db6cebe304d90ba43102bbc4adc8d,613aeca0b28b42e98b49f8c3547fb814,68,data/processed_data/germeval_14,2024-08-05 05:50:58.351000+00:00,k-means-cluster-based-bert-km,data_distribution
0,LOC,763,2a109922039e41539219132843fa8c72,52bb9d5a920d4f0eb4a4cb10d48146f7,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-05 06:36:28.410000+00:00,representative-diversity,data_distribution
1,LOCderiv,235,2a109922039e41539219132843fa8c72,52bb9d5a920d4f0eb4a4cb10d48146f7,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-05 06:36:28.410000+00:00,representative-diversity,data_distribution
2,LOCpart,52,2a109922039e41539219132843fa8c72,52bb9d5a920d4f0eb4a4cb10d48146f7,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-05 06:36:28.410000+00:00,representative-diversity,data_distribution
3,ORG,496,2a109922039e41539219132843fa8c72,52bb9d5a920d4f0eb4a4cb10d48146f7,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-05 06:36:28.410000+00:00,representative-diversity,data_distribution
4,ORGderiv,3,2a109922039e41539219132843fa8c72,52bb9d5a920d4f0eb4a4cb10d48146f7,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-05 06:36:28.410000+00:00,representative-diversity,data_distribution
5,ORGpart,91,2a109922039e41539219132843fa8c72,52bb9d5a920d4f0eb4a4cb10d48146f7,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-05 06:36:28.410000+00:00,representative-diversity,data_distribution
6,OTH,269,2a109922039e41539219132843fa8c72,52bb9d5a920d4f0eb4a4cb10d48146f7,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-05 06:36:28.410000+00:00,representative-diversity,data_distribution
7,OTHderiv,16,2a109922039e41539219132843fa8c72,52bb9d5a920d4f0eb4a4cb10d48146f7,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-05 06:36:28.410000+00:00,representative-diversity,data_distribution
8,OTHpart,18,2a109922039e41539219132843fa8c72,52bb9d5a920d4f0eb4a4cb10d48146f7,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-05 06:36:28.410000+00:00,representative-diversity,data_distribution
9,PER,711,2a109922039e41539219132843fa8c72,52bb9d5a920d4f0eb4a4cb10d48146f7,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-05 06:36:28.410000+00:00,representative-diversity,data_distribution
10,PERderiv,2,2a109922039e41539219132843fa8c72,52bb9d5a920d4f0eb4a4cb10d48146f7,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-05 06:36:28.410000+00:00,representative-diversity,data_distribution
11,PERpart,18,2a109922039e41539219132843fa8c72,52bb9d5a920d4f0eb4a4cb10d48146f7,6f23aa5fece2491ba309afcb2ec445c5,70,data/processed_data/germeval_14,2024-08-05 06:36:28.410000+00:00,representative-diversity,data_distribution
0,LOC,763,fa5c56aba3e7461193eb414d32fcbbda,56b7eaeb6dff4acd808f92f6362a26b8,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-03 07:28:52.198000+00:00,round-robin-highest-confidence,data_distribution
1,LOCderiv,235,fa5c56aba3e7461193eb414d32fcbbda,56b7eaeb6dff4acd808f92f6362a26b8,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-03 07:28:52.198000+00:00,round-robin-highest-confidence,data_distribution
2,LOCpart,52,fa5c56aba3e7461193eb414d32fcbbda,56b7eaeb6dff4acd808f92f6362a26b8,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-03 07:28:52.198000+00:00,round-robin-highest-confidence,data_distribution
3,ORG,496,fa5c56aba3e7461193eb414d32fcbbda,56b7eaeb6dff4acd808f92f6362a26b8,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-03 07:28:52.198000+00:00,round-robin-highest-confidence,data_distribution
4,ORGderiv,3,fa5c56aba3e7461193eb414d32fcbbda,56b7eaeb6dff4acd808f92f6362a26b8,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-03 07:28:52.198000+00:00,round-robin-highest-confidence,data_distribution
5,ORGpart,91,fa5c56aba3e7461193eb414d32fcbbda,56b7eaeb6dff4acd808f92f6362a26b8,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-03 07:28:52.198000+00:00,round-robin-highest-confidence,data_distribution
6,OTH,269,fa5c56aba3e7461193eb414d32fcbbda,56b7eaeb6dff4acd808f92f6362a26b8,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-03 07:28:52.198000+00:00,round-robin-highest-confidence,data_distribution
7,OTHderiv,16,fa5c56aba3e7461193eb414d32fcbbda,56b7eaeb6dff4acd808f92f6362a26b8,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-03 07:28:52.198000+00:00,round-robin-highest-confidence,data_distribution
8,OTHpart,18,fa5c56aba3e7461193eb414d32fcbbda,56b7eaeb6dff4acd808f92f6362a26b8,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-03 07:28:52.198000+00:00,round-robin-highest-confidence,data_distribution
9,PER,711,fa5c56aba3e7461193eb414d32fcbbda,56b7eaeb6dff4acd808f92f6362a26b8,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-03 07:28:52.198000+00:00,round-robin-highest-confidence,data_distribution
10,PERderiv,2,fa5c56aba3e7461193eb414d32fcbbda,56b7eaeb6dff4acd808f92f6362a26b8,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-03 07:28:52.198000+00:00,round-robin-highest-confidence,data_distribution
11,PERpart,18,fa5c56aba3e7461193eb414d32fcbbda,56b7eaeb6dff4acd808f92f6362a26b8,92be3c307a86453ca069f46c68cf7545,31,data/processed_data/germeval_14,2024-08-03 07:28:52.198000+00:00,round-robin-highest-confidence,data_distribution
0,LOC,763,69784e3b0b28451e888efc59a6ab347b,48a8355499514b71896eb59ddf7484a3,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-05 19:20:06.535000+00:00,tag-flip-historical,data_distribution
1,LOCderiv,235,69784e3b0b28451e888efc59a6ab347b,48a8355499514b71896eb59ddf7484a3,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-05 19:20:06.535000+00:00,tag-flip-historical,data_distribution
2,LOCpart,52,69784e3b0b28451e888efc59a6ab347b,48a8355499514b71896eb59ddf7484a3,aa50eb9bbdcb4fa9880321d48f0f50d6,72,data/processed_data/germeval_14,2024-08-05 19:20:06.535000+00:00,tag-flip-historical,data_distribution
